0.0	2.809798201798202
1.009	2.5425569871159563
2.019	2.410011881188119
3.02	2.5410109890109887
4.099	2.5601779425393882
5.1	2.831664335664336
6.109	2.4557859266600595
7.11	2.562877122877123
8.111	2.5410109890109887
9.199	2.458529411764706
10.2	2.733266733266733
11.201	2.28955044955045
12.21	2.3581684836471757
13.248	2.3344585741811175
14.249	2.6239360639360636
15.25	2.5847432567432564
16.259	2.6293280475718532
17.261	2.8222994011976046
18.338	2.239903435468895
19.339	2.6567352647352642
20.34	2.9674005994005994
21.348	2.870793650793651
22.35	2.396487025948104
23.359	2.8137165510406343
24.36	2.890869130869131
25.419	2.8462171860245515
26.42	3.247120879120879
27.421	2.879936063936064
28.429	2.870793650793651
29.43	2.9236683316683316
30.438	2.8925079365079363
31.439	2.7815384615384615
32.44	2.869002997002997
33.448	2.555936507936508
34.538	2.8455926605504587
35.539	3.2143216783216784
36.54	2.879936063936064
37.548	2.8599365079365078
38.549	2.6612747252747253
39.551	2.614930139720559
40.558	2.6780218470705064
41.638	2.4970074074074073
42.639	2.9191288711288714
43.64	2.1146213786213783
44.641	2.256751248751249
45.648	2.7649652432969214
46.649	3.013842157842158
47.65	2.654025974025974
48.659	2.5859425173439052
49.66	2.551944055944056
50.668	2.3930793650793656
51.678	2.6438970297029707
52.688	2.3016554455445544
53.689	2.3332827172827173
54.699	2.2822438057482657
55.821	1.7849839572192514
56.828	1.7107765640516386
57.838	2.589718811881188
58.839	2.3332827172827173
59.858	2.2813267909715407
60.859	2.245818181818182
61.868	2.2668939544103073
62.87	2.1452774451097802
63.878	2.2953650793650793
64.879	2.339676323676324
65.888	1.4470723488602577
66.898	1.4844831683168318
67.909	1.292660731948566
68.943	1.1113346228239844
69.948	1.121623880597015
70.95	1.3807265469061878
71.958	1.7262857142857142
72.959	1.6882317682317682
73.968	1.9415024777006937
74.978	1.8465584158415842
75.979	1.9178261738261737
76.988	2.0282735381565904
77.989	1.4477042957042956
79.008	1.772090284592738
80.018	1.4131326732673268
81.028	1.787881188118812
82.037	1.1325272547076313
83.058	1.715024485798237
84.059	1.6554325674325674
85.068	1.6703429137760157
86.077	1.7182239841427156
87.078	2.1647472527472527
88.079	1.557034965034965
89.088	2.0825054509415266
90.089	1.8194285714285712
91.09	1.9943576423576423
92.098	2.138857142857143
93.108	1.6515168316831683
94.117	1.6486501486620417
95.127	1.3589544554455444
97.687	0.31625000000000003
98.908	1.5635184275184275
99.917	1.2690267591674926
100.918	1.6836923076923076
101.919	1.6772987012987013
102.928	1.8113458870168484
103.938	1.348118811881188
104.94	1.5087632367632369
105.947	1.6347010923535252
106.949	1.9004550898203592
107.957	1.7742222222222221
108.967	1.7056950495049503
109.988	2.0580293829578844
110.989	1.8631608391608394
112.007	2.10709626719057
113.017	2.0307643564356437
114.027	1.7165306930693067
115.037	1.8095524752475247
116.038	1.5679680319680318
117.057	1.8043101079489696
118.058	1.7538301698301697
119.067	1.778806739345887
120.077	1.2289267326732674
121.097	1.3733647058823528
128.415	0.01791090461874829
161.568	0.04404886435616686
